22.00,83.00,,,,,0.00,0.00,24.03,25.01
23.00,82.00,,,,,0.00,0.00,24.03,25.01
23.00,82.00,,,,,0.00,0.00,24.05,23.97
23.00,82.00,,,,,0.00,0.00,24.05,24.03
23.00,80.00,,,,,0.00,0.00,24.09,23.99
23.00,80.00,,,,,0.00,0.00,24.09,24.03
24.00,79.00,,,,,0.00,0.00,24.09,23.93
24.00,79.00,,,,,0.00,0.00,24.09,24.09
24.00,78.00,,,,,0.00,0.00,24.11,24.27
24.00,77.00,,,,,0.00,0.00,24.11,23.99
24.00,77.00,,,,,0.00,0.00,24.09,23.93
24.00,76.00,,,,,0.00,0.00,24.15,24.03
24.00,75.00,,,,,0.00,0.00,24.13,23.99
24.00,74.00,,,,,0.00,0.00,24.11,23.97
24.00,74.00,,,,,0.00,0.00,24.11,24.17
24.00,73.00,,,,,0.00,0.00,24.09,24.09
24.00,72.00,,,,,0.00,0.00,24.09,24.15
24.00,72.00,,,,,0.00,0.00,24.09,23.87
24.00,72.00,,,,,0.00,0.00,24.11,23.75
24.00,71.00,,,,,0.00,0.00,24.07,23.75
24.00,71.00,,,,,0.00,0.00,24.09,23.75
24.00,71.00,,,,,0.00,0.00,24.09,23.69
24.00,71.00,,,,,0.00,0.00,24.13,23.65
24.00,71.00,,,,,0.00,0.00,24.13,23.81
24.00,71.00,,,,,0.00,0.00,24.13,23.71
24.00,70.00,,,,,0.00,0.00,24.11,23.75
24.00,70.00,,,,,0.00,0.00,24.13,23.69
24.00,70.00,,,,,0.00,0.00,24.11,23.93
24.00,70.00,,,,,0.00,0.00,24.15,23.99
24.00,70.00,,,,,0.00,0.00,24.15,23.99
24.00,70.00,,,,,0.00,0.00,24.15,24.05
24.00,70.00,,,,,0.00,0.00,24.15,23.97
24.00,70.00,,,,,0.00,0.00,24.17,23.93
24.00,70.00,,,,,0.00,0.00,24.15,23.79
24.00,70.00,,,,,0.00,0.00,24.13,24.71
24.00,69.00,,,,,0.00,0.00,24.13,24.23
24.00,69.00,,,,,0.00,0.00,24.15,24.71
24.00,69.00,,,,,0.00,0.00,24.13,24.27
24.00,69.00,,,,,0.00,0.00,24.15,24.21
24.00,69.00,,,,,0.00,0.00,24.15,24.41
24.00,69.00,,,,,0.00,0.00,24.17,24.57
24.00,69.00,,,,,0.00,0.00,24.41,28.17
24.00,69.00,,,,,0.00,0.00,24.81,28.75
24.00,83.00,,,,,0.00,0.00,25.03,27.37
25.00,89.00,,,,,0.00,0.00,24.95,24.41
25.00,89.00,,,,,0.00,0.00,24.73,24.59
25.00,89.00,,,,,0.00,0.00,24.65,25.01
25.00,89.00,,,,,0.00,0.00,24.61,24.53
24.00,90.00,,,,,0.00,0.00,24.57,24.77
24.00,90.00,,,,,0.00,0.00,24.51,24.35
24.00,90.00,,,,,0.00,0.00,24.51,24.45
24.00,90.00,,,,,0.00,0.00,24.53,24.51
24.00,90.00,,,,,0.00,0.00,24.49,24.35
24.00,90.00,,,,,0.00,0.00,24.49,24.65
24.00,90.00,,,,,0.00,0.00,24.49,24.89
24.00,90.00,,,,,0.00,0.00,24.49,25.01
24.00,90.00,,,,,0.00,0.00,24.49,24.95
24.00,90.00,,,,,0.00,0.00,24.49,26.85
24.00,90.00,,,,,0.00,0.00,25.03,25.67
24.00,92.00,,,,,0.00,0.00,25.67,25.63
25.00,91.00,,,,,0.00,0.00,26.55,27.41
25.00,92.00,,,,,0.00,0.00,26.35,24.15
26.00,92.00,,,,,0.00,0.00,26.15,31.71
26.00,92.00,,,,,0.00,0.00,26.51,38.61
26.00,92.00,,,,,0.00,0.00,26.93,36.45
26.00,92.00,,,,,0.00,0.00,27.23,35.53
26.00,92.00,,,,,0.00,0.00,27.51,35.21
26.00,92.00,,,,,0.00,0.00,27.73,34.83
27.00,91.00,,,,,0.00,0.00,27.91,34.23
27.00,91.00,,,,,0.00,0.00,28.07,34.03
27.00,91.00,,,,,0.00,0.00,28.21,33.69
27.00,91.00,,,,,0.00,0.00,28.13,24.95
27.00,91.00,,,,,0.00,0.00,27.89,24.87
27.00,91.00,,,,,0.00,0.00,27.75,25.55
27.00,91.00,,,,,0.00,0.00,27.63,24.69
27.00,91.00,,,,,0.00,0.00,27.53,25.07
27.00,91.00,,,,,0.00,0.00,27.45,25.43
27.00,91.00,,,,,0.00,0.00,27.37,24.75
26.00,92.00,,,,,0.00,0.00,27.25,24.27
26.00,92.00,,,,,0.00,0.00,27.21,24.27
26.00,92.00,,,,,0.00,0.00,27.11,24.27
26.00,92.00,,,,,0.00,0.00,27.05,24.27
26.00,92.00,,,,,0.00,0.00,26.93,24.35
26.00,92.00,,,,,0.00,0.00,26.89,24.29
26.00,91.00,,,,,0.00,0.00,26.83,24.33
25.00,91.00,,,,,0.00,0.00,26.79,24.33
25.00,91.00,,,,,0.00,0.00,26.77,24.29
25.00,91.00,,,,,0.00,0.00,26.65,24.05
25.00,91.00,,,,,0.00,0.00,26.55,24.15
25.00,91.00,,,,,0.00,0.00,26.45,23.87
25.00,91.00,,,,,0.00,0.00,26.39,24.69
25.00,91.00,,,,,0.00,0.00,26.31,24.33
25.00,91.00,,,,,0.00,0.00,26.25,23.87
25.00,91.00,,,,,0.00,0.00,26.19,24.09
25.00,91.00,,,,,0.00,0.00,26.13,24.09
25.00,91.00,,,,,0.00,0.00,26.11,23.99
25.00,91.00,,,,,0.00,0.00,26.09,24.05
25.00,91.00,,,,,0.00,0.00,26.01,24.09
25.00,91.00,,,,,0.00,0.00,25.95,23.93
25.00,91.00,,,,,0.00,0.00,25.89,23.87
25.00,91.00,,,,,0.00,0.00,25.81,23.93
24.00,92.00,,,,,0.00,0.00,25.79,23.93
24.00,92.00,,,,,0.00,0.00,25.73,23.87
24.00,92.00,,,,,0.00,0.00,25.71,24.03
24.00,91.00,,,,,0.00,0.00,25.69,23.99
24.00,90.00,,,,,0.00,0.00,25.63,23.79
24.00,90.00,,,,,0.00,0.00,25.55,23.69
24.00,90.00,,,,,0.00,0.00,25.49,23.91
